Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
NIFTY,31-Aug-2026,08-Sep-2026,CE,24900.00,6.80,7.40,3.90,4.70,4.30,4.70,96687.00,1565212.83,333.74,1867905.00,1079585.00,24080.40
